id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag
76,255.435702945476,307.8471452084548,0.5607855915398167,0.19371311295721358,-0.3284827884560103,25,6.0,28.0,-3.617895078355548,-0.521507832211411
77,285.4795874467606,313.28171284271707,0.6708704996685009,0.03898325186468052,-0.2735098506882904,25,8.5,33.5,-3.812612017592113,-0.7395029927772754
78,164.16988024033742,317.91178724252524,0.881758997027211,-0.12742266571553007,-0.05382999958550614,25,78.0,257.0,-6.024832808328236,-2.8891919311895715
79,284.945442363332,324.74710493566766,0.826461700441204,-0.12898062760167986,-0.008447091561353275,25,22.0,65.5,-4.5406032499794575,-1.6014933948563788
80,314.8852877228838,330.38034928968045,0.944143077280575,-0.005833150813284221,0.0718392443378379,25,24.5,58.0,-4.408569983907343,-1.605182433004959
81,155.16460100956044,330.61927293876215,0.8003440651072249,-0.025432851175978884,0.01789933909329016,25,6.0,22.0,-3.3560567020555157,-0.17810129936060207
82,237.74841874376835,331.0613266758326,0.9012303102892928,-0.2549493612188336,-0.13160178699016126,25,30.0,94.0,-4.932819633999246,-1.8398170421293183
83,184.96012839927033,336.2023182562882,0.8708535014014803,-0.20365495029491948,-0.16452697644440203,25,6.0,17.5,-3.107595121715736,-0.13263887980007194
84,267.8236390846352,336.77909006266,0.8597350197798056,-0.08591722507848615,-0.0928788880018806,25,25.0,77.0,-4.716226812931205,-1.6972676919066696
85,68.99287544430165,342.2500882255918,0.9739611102341538,-0.19984850303192314,0.09702156628821577,25,9.0,4.5,-1.6330312844383594,-0.5657694694862867
86,99.55506819818517,348.0454758894474,0.7931825836477707,-0.41922306406077753,-0.3495043308753202,25,9.0,12.5,-2.742275032520141,-0.7487580207397639
87,66.60786248450141,350.60776859067704,0.557903743485873,0.42655397986530125,0.10550145837617474,25,8.5,17.5,-3.107595121715736,-1.0291867755418744
88,153.06759376745896,354.13808656091726,0.8882750747167092,0.03058736619421151,-0.21889222785754572,25,5.0,4.5,-1.6330312844383594,-0.0056387465395084805
89,36.5876362282974,356.06008624674666,0.4584211536070039,-0.7186945243027167,-0.36600677768430534,25,3.0,-2.5,,-0.2267598463580085
90,97.16281048477839,356.247521368138,0.8944993206024677,-0.17417687532777743,-0.15553343026966995,25,12.0,15.5,-2.9758292454257287,-0.9337121715180359
91,183.29545154306493,359.97032358155406,0.9066784445461188,0.2183079119346303,0.22865645993812525,25,5.5,1.0,-0.0,-0.12349618811999577
92,274.07080354352325,359.96332887789026,0.8303051798790535,-0.36068399472386087,0.005115176066334225,25,4.5,-3.5,,-0.05085630764062287
93,108.77443641601099,373.59770697366963,0.6027152052606398,0.4406581358893079,0.1148353448763456,25,4.0,1.5,-0.4402281476392031,-0.18583601886654966
