file,night,type_from_path,shape,OBJECT,FILTER,EXPTIME,IMAGETYP,DATE-OBS,JD,MJD,NAXIS1,NAXIS2
data_raw/20200824/bias/Bias-20200824@212132-000S.fts,20200824,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-24,2459086.3899652776,,2048,2048
data_raw/20200824/bias/Bias-20200824@212139-000S.fts,20200824,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-24,2459086.390046296,,2048,2048
data_raw/20200824/dark/Dark-20200824@225948-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.4581944444,,2048,2048
data_raw/20200824/dark/Dark-20200824@230254-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.460358796,,2048,2048
data_raw/20200824/dark/Dark-20200824@230602-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.462523148,,2048,2048
data_raw/20200824/dark/Dark-20200824@230909-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.464699074,,2048,2048
data_raw/20200824/dark/Dark-20200824@231216-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.466863426,,2048,2048
data_raw/20200824/dark/Dark-20200824@231523-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.4690277777,,2048,2048
data_raw/20200824/dark/Dark-20200824@231830-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.4711921294,,2048,2048
data_raw/20200824/dark/Dark-20200824@232137-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.4733564816,,2048,2048
data_raw/20200824/dark/Dark-20200824@232444-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.4755208334,,2048,2048
data_raw/20200824/dark/Dark-20200824@232752-180S.fts,20200824,dark,"(2048, 2048)",,,180.0,DARK,2020-08-24,2459086.477685185,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@153717-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T15:37:22,2459086.150949074,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@155446-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T15:54:47,2459086.1630439814,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@160116-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:01:16,2459086.1675462965,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@160756-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:07:57,2459086.1721875,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@161426-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:14:27,2459086.176701389,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@162108-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:21:08,2459086.1813425925,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@162738-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:27:39,2459086.1858680556,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@163421-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:34:22,2459086.1905324073,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@164051-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:40:51,2459086.1950347223,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@164733-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:47:33,2459086.1996875,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@165403-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T16:54:03,2459086.204201389,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@170046-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T17:00:46,2459086.208865741,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@170715-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T17:07:16,2459086.2133796294,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@171359-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T17:13:59,2459086.2180439816,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@172028-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T17:20:28,2459086.222546296,,2048,2048
data_raw/20200824/light/BL-Lacertae-20200824@172710-R_Astrodon_2018.fts,20200824,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-24T17:27:10,2459086.227199074,,2048,2048
data_raw/20200825/bias/Bias-20200825@195921-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.3329861113,,2048,2048
data_raw/20200825/bias/Bias-20200825@195936-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.33306713,,2048,2048
data_raw/20200825/bias/Bias-20200825@195943-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.3331481484,,2048,2048
data_raw/20200825/bias/Bias-20200825@195950-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.3332291665,,2048,2048
data_raw/20200825/bias/Bias-20200825@195957-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.333310185,,2048,2048
data_raw/20200825/bias/Bias-20200825@200004-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.3333796295,,2048,2048
data_raw/20200825/bias/Bias-20200825@200011-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.333460648,,2048,2048
data_raw/20200825/bias/Bias-20200825@200018-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.3335416666,,2048,2048
data_raw/20200825/bias/Bias-20200825@200024-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.333622685,,2048,2048
data_raw/20200825/bias/Bias-20200825@200031-000S.fts,20200825,bias,"(2048, 2048)",,,0.0,BIAS,2020-08-25,2459087.3337037037,,2048,2048
data_raw/20200825/dark/Dark-20200825@213842-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.401886574,,2048,2048
data_raw/20200825/dark/Dark-20200825@214149-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.4040509257,,2048,2048
data_raw/20200825/dark/Dark-20200825@214456-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.406215278,,2048,2048
data_raw/20200825/dark/Dark-20200825@214804-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.4083796297,,2048,2048
data_raw/20200825/dark/Dark-20200825@215111-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.4105439815,,2048,2048
data_raw/20200825/dark/Dark-20200825@215418-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.4127199072,,2048,2048
data_raw/20200825/dark/Dark-20200825@215725-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.4148842595,,2048,2048
data_raw/20200825/dark/Dark-20200825@220032-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.417048611,,2048,2048
data_raw/20200825/dark/Dark-20200825@220339-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.419212963,,2048,2048
data_raw/20200825/dark/Dark-20200825@220647-180S.fts,20200825,dark,"(2048, 2048)",,,180.0,DARK,2020-08-25,2459087.4213773147,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@160118-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:01:23,2459087.167627315,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@160804-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:08:04,2459087.1722685187,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@161433-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:14:34,2459087.1767824073,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@162115-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:21:15,2459087.181423611,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@162743-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:27:44,2459087.185925926,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@163412-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:34:13,2459087.1904282407,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@164051-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:40:52,2459087.1950462963,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@164720-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:47:21,2459087.199548611,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@165401-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T16:54:02,2459087.2041898146,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@170030-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:00:31,2459087.2086921297,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@170709-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:07:09,2459087.2132986113,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@171337-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:13:38,2459087.217800926,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@172006-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:20:07,2459087.2223032406,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@172645-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:26:46,2459087.226921296,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@173314-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:33:15,2459087.2314236113,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@173955-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:39:56,2459087.236064815,,2048,2048
data_raw/20200825/light/BL-Lacertae-20200825@174625-R_Astrodon_2018.fts,20200825,light,"(2048, 2048)",BL-Lacertae,R_Astrodon_2018,180.0,LIGHT,2020-08-25T17:46:25,2459087.2405671296,,2048,2048
data_raw/20200830/flat/AutoFlat-20200830@211550-PANoRot-R_Astrodon_2018-Bin1-001-NoGEM.fts,20200830,flat,"(2048, 2048)",,R_Astrodon_2018,11.39,FLAT,2020-08-30T21:16:53,2459092.3867245372,,2048,2048
data_raw/20200830/flat/AutoFlat-20200830@211715-PANoRot-R_Astrodon_2018-Bin1-002-NoGEM.fts,20200830,flat,"(2048, 2048)",,R_Astrodon_2018,10.89,FLAT,2020-08-30T21:17:16,2459092.386990741,,2048,2048
data_raw/20200830/flat/AutoFlat-20200830@211737-PANoRot-R_Astrodon_2018-Bin1-003-NoGEM.fts,20200830,flat,"(2048, 2048)",,R_Astrodon_2018,9.74,FLAT,2020-08-30T21:17:38,2459092.3872453705,,2048,2048
data_raw/20200830/flat/AutoFlat-20200830@211758-PANoRot-R_Astrodon_2018-Bin1-004-NoGEM.fts,20200830,flat,"(2048, 2048)",,R_Astrodon_2018,8.76,FLAT,2020-08-30T21:17:58,2459092.3874768517,,2048,2048
data_raw/20200830/flat/AutoFlat-20200830@211817-PANoRot-R_Astrodon_2018-Bin1-005-NoGEM.fts,20200830,flat,"(2048, 2048)",,R_Astrodon_2018,7.93,FLAT,2020-08-30T21:18:18,2459092.3877083333,,2048,2048
